subcategory,product_id,manufacturer,sku,product_name,category,brand,unit_of_measure,standard_cost,minimum_advertisable_price,list_price,weight_lbs,is_active,is_apex,margin_pct,map_headroom_pct,price_hierarchy_valid,has_apex_competitor
screws,APX-00171,apex,SKU-000171,Apex Industrial Screws 3/8-16 #82,fasteners,Apex Industrial,box_of_100,9.88,12.19,15.55,0.544,true,true,36.46,21.61,true,true
nuts_washers,APX-00186,apex,SKU-000186,Apex Industrial Nuts Washers 1/4-20 #11,fasteners,Apex Industrial,box_of_100,12.17,16.08,19.33,0.404,true,true,37.04,16.81,true,true
nuts_washers,APX-00189,apex,SKU-000189,Apex Industrial Nuts Washers 1/2-13 #14,fasteners,Apex Industrial,box_of_100,11.26,13.32,17.28,0.256,true,true,34.84,22.92,true,true
nuts_washers,APX-00250,apex,SKU-000250,Apex Industrial Nuts Washers 1/2-13 #75,fasteners,Apex Industrial,box_of_100,15.12,19.18,23.48,0.735,true,true,35.6,18.31,true,true
nuts_washers,APX-00251,apex,SKU-000251,Apex Industrial Nuts Washers M8 #76,fasteners,Apex Industrial,box_of_100,10.76,13.58,15.77,1.436,true,true,31.77,13.89,true,true
nuts_washers,APX-00252,apex,SKU-000252,Apex Industrial Nuts Washers 5/8-11 #77,fasteners,Apex Industrial,box_of_100,12.8,16.58,21.27,4.521,true,true,39.82,22.05,true,true
nuts_washers,APX-00259,apex,SKU-000259,Apex Industrial Nuts Washers 1/4-20 #84,fasteners,Apex Industrial,box_of_100,6.83,7.9,9.78,1.772,true,true,30.16,19.22,true,true
anchors,APX-00264,apex,SKU-000264,Apex Pro Anchors 1/2-13 #5,fasteners,Apex Pro,box_of_100,5.03,6.58,7.97,2.365,true,true,36.89,17.44,true,true
anchors,APX-00266,apex,SKU-000266,Apex Pro Anchors M12 #7,fasteners,Apex Pro,box_of_100,5.19,6.81,7.63,0.465,true,true,31.98,10.75,true,true
anchors,APX-00279,apex,SKU-000279,Apex Pro Anchors M10 #20,fasteners,Apex Pro,box_of_100,2.55,3.42,3.95,0.26,true,true,35.44,13.42,true,true
anchors,APX-00312,apex,SKU-000312,Apex Pro Anchors 1/2-13 #53,fasteners,Apex Pro,box_of_100,11.73,14.2,15.74,1.029,true,true,25.48,9.78,true,true
anchors,APX-00315,apex,SKU-000315,Apex Pro Anchors M8 #56,fasteners,Apex Pro,box_of_100,2.95,3.48,4.23,0.358,true,true,30.26,17.73,true,true
anchors,APX-00321,apex,SKU-000321,Apex Pro Anchors 1/2-13 #62,fasteners,Apex Pro,box_of_100,13.17,16.55,19.94,1.842,false,true,33.95,17,true,true
rivets,APX-00395,apex,SKU-000395,Apex Industrial Rivets M12 #47,fasteners,Apex Industrial,box_of_100,3.74,4.44,5.66,0.211,true,true,33.92,21.55,true,true
rivets,APX-00409,apex,SKU-000409,Apex Industrial Rivets 5/8-11 #61,fasteners,Apex Industrial,box_of_100,4.41,5.88,7.54,0.203,true,true,41.51,22.02,true,true
rivets,APX-00413,apex,SKU-000413,Apex Industrial Rivets 5/8-11 #65,fasteners,Apex Industrial,box_of_100,3.07,3.94,4.94,0.533,true,true,37.85,20.24,true,true
epoxy,APX-00424,apex,SKU-000424,Apex Prime Epoxy 3/8-16 #2,adhesives,Apex Prime,each,9.94,12.03,13.58,0.851,true,true,26.8,11.41,true,true
epoxy,APX-00441,apex,SKU-000441,Apex Prime Epoxy 5/8-11 #19,adhesives,Apex Prime,each,7.08,8.6,10.47,2.04,true,true,32.38,17.86,true,true
epoxy,APX-00444,apex,SKU-000444,Apex Prime Epoxy M8 #22,adhesives,Apex Prime,each,7.37,9.71,10.77,2.99,true,true,31.57,9.84,true,true
epoxy,APX-00449,apex,SKU-000449,Apex Prime Epoxy 5/8-11 #27,adhesives,Apex Prime,each,10.3,12.38,14.04,0.504,true,true,26.64,11.82,true,true
epoxy,APX-00466,apex,SKU-000466,Apex Prime Epoxy M12 #44,adhesives,Apex Prime,each,44.05,56.54,70.82,0.384,true,true,37.8,20.16,true,true
epoxy,APX-00490,apex,SKU-000490,Apex Prime Epoxy 1/2-13 #68,adhesives,Apex Prime,each,12.13,15.52,20.02,2.687,true,true,39.41,22.48,true,true
epoxy,APX-00499,apex,SKU-000499,Apex Prime Epoxy 1/4-20 #77,adhesives,Apex Prime,each,11.06,13,14.84,1.345,true,true,25.47,12.4,true,true
epoxy,APX-00500,apex,SKU-000500,Apex Prime Epoxy M12 #78,adhesives,Apex Prime,each,3.81,4.38,5.12,0.944,true,true,25.59,14.45,true,true
structural,APX-00507,apex,SKU-000507,Apex Pro Structural 3/8-16 #4,adhesives,Apex Pro,each,2.37,2.84,3.37,0.437,true,true,29.67,15.73,true,true
structural,APX-00529,apex,SKU-000529,Apex Pro Structural 1/4-20 #26,adhesives,Apex Pro,each,10.39,13.58,15.96,0.214,true,true,34.9,14.91,true,true
structural,APX-00556,apex,SKU-000556,Apex Pro Structural M8 #53,adhesives,Apex Pro,each,1.55,2.02,2.47,1.461,true,true,37.25,18.22,true,true
structural,APX-00561,apex,SKU-000561,Apex Pro Structural 1/2-13 #58,adhesives,Apex Pro,each,3.34,4.32,4.9,3.94,true,true,31.84,11.84,true,true
structural,APX-00565,apex,SKU-000565,Apex Pro Structural 5/8-11 #62,adhesives,Apex Pro,each,16.61,20.64,26.37,0.451,true,true,37.01,21.73,true,true
structural,APX-00577,apex,SKU-000577,Apex Pro Structural M8 #74,adhesives,Apex Pro,each,7.07,9.49,10.64,1.374,true,true,33.55,10.81,true,true
structural,APX-00580,apex,SKU-000580,Apex Pro Structural M8 #77,adhesives,Apex Pro,each,4.13,5.43,6.86,0.642,false,true,39.8,20.85,true,true
tape,APX-00595,apex,SKU-000595,Apex Prime Tape M10 #10,adhesives,Apex Prime,each,52.37,60.33,73.92,0.278,true,true,29.15,18.38,true,true
tape,APX-00605,apex,SKU-000605,Apex Prime Tape 5/8-11 #20,adhesives,Apex Prime,each,2.82,3.37,3.9,0.902,true,true,27.69,13.59,true,true
tape,APX-00634,apex,SKU-000634,Apex Prime Tape 5/8-11 #49,adhesives,Apex Prime,each,38.26,46.38,55.21,0.444,true,true,30.7,15.99,true,true
sealant,APX-00672,apex,SKU-000672,Apex Elite Sealant M10 #9,adhesives,Apex Elite,each,1.32,1.76,2.23,0.315,true,true,40.81,21.08,true,true
sealant,APX-00686,apex,SKU-000686,Apex Elite Sealant M12 #23,adhesives,Apex Elite,each,14.09,17.47,19.37,2.932,false,true,27.26,9.81,true,true
sealant,APX-00697,apex,SKU-000697,Apex Elite Sealant M12 #34,adhesives,Apex Elite,each,21.94,26.01,31.1,0.909,true,true,29.45,16.37,true,true
sealant,APX-00710,apex,SKU-000710,Apex Elite Sealant 3/8-16 #47,adhesives,Apex Elite,each,4.72,5.92,6.96,0.463,true,true,32.18,14.94,true,true
sealant,APX-00720,apex,SKU-000720,Apex Elite Sealant M6 #57,adhesives,Apex Elite,each,2.12,2.5,2.83,0.648,true,true,25.09,11.66,true,true
spray,APX-00740,apex,SKU-000740,Apex Elite Spray 1/2-13 #6,adhesives,Apex Elite,each,14.23,18.24,23.48,1.527,true,true,39.4,22.32,true,true
spray,APX-00779,apex,SKU-000779,Apex Elite Spray 1/4-20 #45,adhesives,Apex Elite,each,5.86,7.51,8.56,1.158,false,true,31.54,12.27,true,true
spray,APX-00783,apex,SKU-000783,Apex Elite Spray 5/8-11 #49,adhesives,Apex Elite,each,6.68,7.76,9.12,2.702,true,true,26.75,14.91,true,true
spray,APX-00785,apex,SKU-000785,Apex Elite Spray M8 #51,adhesives,Apex Elite,each,5.46,7.15,8.53,0.232,false,true,35.99,16.18,true,true
spray,APX-00790,apex,SKU-000790,Apex Elite Spray M10 #56,adhesives,Apex Elite,each,17.06,20.49,24.88,0.795,true,true,31.43,17.64,true,true
spray,APX-00810,apex,SKU-000810,Apex Elite Spray M12 #76,adhesives,Apex Elite,each,7.87,10.29,12.67,1.745,true,true,37.88,18.78,true,true
spray,APX-00814,apex,SKU-000814,Apex Elite Spray M6 #80,adhesives,Apex Elite,each,15.19,18.6,22.71,4.462,true,true,33.11,18.1,true,true
hex_bolts,APX-00024,apex,SKU-000024,Apex Pro Hex Bolts M6 #24,fasteners,Apex Pro,box_of_100,11.53,15.07,17.88,4.502,true,true,35.51,15.72,true,true
hex_bolts,APX-00035,apex,SKU-000035,Apex Pro Hex Bolts 3/8-16 #35,fasteners,Apex Pro,box_of_100,6.78,9.06,10.24,3.308,true,true,33.79,11.52,true,true
hex_bolts,APX-00051,apex,SKU-000051,Apex Pro Hex Bolts M6 #51,fasteners,Apex Pro,box_of_100,4.41,5.8,6.74,2.227,true,true,34.57,13.95,true,true
hex_bolts,APX-00072,apex,SKU-000072,Apex Pro Hex Bolts 1/4-20 #72,fasteners,Apex Pro,box_of_100,2.76,3.53,4.01,1.149,true,true,31.17,11.97,true,true
hex_bolts,APX-00087,apex,SKU-000087,Apex Pro Hex Bolts M8 #87,fasteners,Apex Pro,box_of_100,13.45,15.99,17.67,0.439,true,true,23.88,9.51,true,true
screws,APX-00095,apex,SKU-000095,Apex Industrial Screws M6 #6,fasteners,Apex Industrial,box_of_100,7.09,9.51,11,1.967,true,true,35.55,13.55,true,true
screws,APX-00100,apex,SKU-000100,Apex Industrial Screws 1/4-20 #11,fasteners,Apex Industrial,box_of_100,4.14,5.16,6.03,0.44,true,true,31.34,14.43,true,true
screws,APX-00104,apex,SKU-000104,Apex Industrial Screws 3/8-16 #15,fasteners,Apex Industrial,box_of_100,4.77,6.09,7.46,0.359,true,true,36.06,18.36,true,true
screws,APX-00127,apex,SKU-000127,Apex Industrial Screws M6 #38,fasteners,Apex Industrial,box_of_100,7.73,9.68,10.75,1.629,true,true,28.09,9.95,true,true
screws,APX-00129,apex,SKU-000129,Apex Industrial Screws M10 #40,fasteners,Apex Industrial,box_of_100,6.14,7.56,8.55,1.715,true,true,28.19,11.58,true,true
screws,APX-00153,apex,SKU-000153,Apex Industrial Screws 1/2-13 #64,fasteners,Apex Industrial,box_of_100,12.04,15.35,18.46,3.12,true,true,34.78,16.85,true,true
screws,APX-00158,apex,SKU-000158,Apex Industrial Screws 1/4-20 #69,fasteners,Apex Industrial,box_of_100,12.29,16.1,18.97,0.834,true,true,35.21,15.13,true,true
screws,APX-00174,apex,SKU-000174,Apex Industrial Screws M10 #85,fasteners,Apex Industrial,box_of_100,8.69,10.59,13.32,3.847,true,true,34.76,20.5,true,true
nuts_washers,APX-00176,apex,SKU-000176,Apex Industrial Nuts Washers 1/2-13 #1,fasteners,Apex Industrial,box_of_100,22.58,26.39,30.87,4.298,true,true,26.85,14.51,true,true
nuts_washers,APX-00183,apex,SKU-000183,Apex Industrial Nuts Washers M10 #8,fasteners,Apex Industrial,box_of_100,8.93,11.99,13.79,5.284,true,true,35.24,13.05,true,true
nuts_washers,APX-00195,apex,SKU-000195,Apex Industrial Nuts Washers 1/2-13 #20,fasteners,Apex Industrial,box_of_100,11.22,12.96,14.65,1.817,true,true,23.41,11.54,true,true
nuts_washers,APX-00205,apex,SKU-000205,Apex Industrial Nuts Washers M6 #30,fasteners,Apex Industrial,box_of_100,10.15,12.15,14.05,2.137,true,true,27.76,13.52,true,true
nuts_washers,APX-00210,apex,SKU-000210,Apex Industrial Nuts Washers 3/8-16 #35,fasteners,Apex Industrial,box_of_100,2.79,3.44,3.79,0.611,true,true,26.39,9.23,true,true
nuts_washers,APX-00212,apex,SKU-000212,Apex Industrial Nuts Washers M10 #37,fasteners,Apex Industrial,box_of_100,12.13,16.34,20.75,0.951,true,true,41.54,21.25,true,true
nuts_washers,APX-00218,apex,SKU-000218,Apex Industrial Nuts Washers M10 #43,fasteners,Apex Industrial,box_of_100,8.89,10.99,12.57,8.529,true,true,29.28,12.57,true,true
nuts_washers,APX-00247,apex,SKU-000247,Apex Industrial Nuts Washers M8 #72,fasteners,Apex Industrial,box_of_100,4.49,5.5,6.35,3.309,true,true,29.29,13.39,true,true
nuts_washers,APX-00255,apex,SKU-000255,Apex Industrial Nuts Washers M12 #80,fasteners,Apex Industrial,box_of_100,8.65,11.67,13.19,1.799,true,true,34.42,11.52,true,true
anchors,APX-00270,apex,SKU-000270,Apex Pro Anchors M8 #11,fasteners,Apex Pro,box_of_100,11.55,13.42,15.97,0.445,true,true,27.68,15.97,true,true
anchors,APX-00284,apex,SKU-000284,Apex Pro Anchors M12 #25,fasteners,Apex Pro,box_of_100,10.05,11.87,15.22,8.345,true,true,33.97,22.01,true,true
anchors,APX-00309,apex,SKU-000309,Apex Pro Anchors M6 #50,fasteners,Apex Pro,box_of_100,3.46,4.14,5.04,1.105,true,true,31.35,17.86,true,true
anchors,APX-00324,apex,SKU-000324,Apex Pro Anchors M10 #65,fasteners,Apex Pro,box_of_100,7.11,8.74,10.33,0.921,true,true,31.17,15.39,true,true
anchors,APX-00334,apex,SKU-000334,Apex Pro Anchors M12 #75,fasteners,Apex Pro,box_of_100,53.27,63.85,73.74,1.236,true,true,27.76,13.41,true,true
anchors,APX-00347,apex,SKU-000347,Apex Pro Anchors 1/2-13 #88,fasteners,Apex Pro,box_of_100,2.86,3.44,4.23,0.495,true,true,32.39,18.68,true,true
rivets,APX-00385,apex,SKU-000385,Apex Industrial Rivets 1/2-13 #37,fasteners,Apex Industrial,box_of_100,3.17,3.73,4.59,0.856,true,true,30.94,18.74,true,true
rivets,APX-00420,apex,SKU-000420,Apex Industrial Rivets 3/8-16 #72,fasteners,Apex Industrial,box_of_100,7.09,9.24,10.61,2.289,true,true,33.18,12.91,true,true
epoxy,APX-00436,apex,SKU-000436,Apex Prime Epoxy 3/8-16 #14,adhesives,Apex Prime,each,1.97,2.63,3.41,2.184,true,true,42.23,22.87,true,true
epoxy,APX-00439,apex,SKU-000439,Apex Prime Epoxy M6 #17,adhesives,Apex Prime,each,5.36,7.06,9.03,0.073,true,true,40.64,21.82,true,true
epoxy,APX-00447,apex,SKU-000447,Apex Prime Epoxy M10 #25,adhesives,Apex Prime,each,9.84,12.44,15.2,0.508,true,true,35.26,18.16,true,true
epoxy,APX-00452,apex,SKU-000452,Apex Prime Epoxy 1/2-13 #30,adhesives,Apex Prime,each,2.53,3.1,3.43,2.932,true,true,26.24,9.62,true,true
epoxy,APX-00461,apex,SKU-000461,Apex Prime Epoxy 3/8-16 #39,adhesives,Apex Prime,each,5.01,6.09,7.76,1.119,true,true,35.44,21.52,true,true
epoxy,APX-00479,apex,SKU-000479,Apex Prime Epoxy 1/4-20 #57,adhesives,Apex Prime,each,6.37,8.54,10.12,2.2,true,true,37.06,15.61,true,true
epoxy,APX-00483,apex,SKU-000483,Apex Prime Epoxy 3/8-16 #61,adhesives,Apex Prime,each,11.23,13.34,15.89,1.702,true,true,29.33,16.05,true,true
epoxy,APX-00489,apex,SKU-000489,Apex Prime Epoxy 1/4-20 #67,adhesives,Apex Prime,each,51.52,63.21,75.72,0.477,true,true,31.96,16.52,true,true
structural,APX-00515,apex,SKU-000515,Apex Pro Structural 1/2-13 #12,adhesives,Apex Pro,each,3.1,3.72,4.58,0.509,true,true,32.31,18.78,true,true
structural,APX-00523,apex,SKU-000523,Apex Pro Structural M6 #20,adhesives,Apex Pro,each,3.65,4.72,5.24,0.373,true,true,30.34,9.92,true,true
structural,APX-00553,apex,SKU-000553,Apex Pro Structural 3/8-16 #50,adhesives,Apex Pro,each,5.32,6.89,7.7,5.753,false,true,30.91,10.52,true,true
structural,APX-00584,apex,SKU-000584,Apex Pro Structural M12 #81,adhesives,Apex Pro,each,3.29,4.03,4.96,2.419,true,true,33.67,18.75,true,true
tape,APX-00598,apex,SKU-000598,Apex Prime Tape 5/8-11 #13,adhesives,Apex Prime,each,35.87,47.88,54.33,5.507,true,true,33.98,11.87,true,true
tape,APX-00606,apex,SKU-000606,Apex Prime Tape 1/4-20 #21,adhesives,Apex Prime,each,11.86,13.67,15.54,0.783,true,true,23.68,12.03,true,true
tape,APX-00639,apex,SKU-000639,Apex Prime Tape 3/8-16 #54,adhesives,Apex Prime,each,9.45,12.61,15.51,11.542,true,true,39.07,18.7,true,true
tape,APX-00655,apex,SKU-000655,Apex Prime Tape M12 #70,adhesives,Apex Prime,each,6.15,7.86,10.15,0.265,true,true,39.41,22.56,true,true
sealant,APX-00700,apex,SKU-000700,Apex Elite Sealant M10 #37,adhesives,Apex Elite,each,3.58,4.4,4.86,1.406,true,true,26.34,9.47,true,true
sealant,APX-00717,apex,SKU-000717,Apex Elite Sealant 5/8-11 #54,adhesives,Apex Elite,each,8.74,11.48,13.68,1.457,true,true,36.11,16.08,true,true
sealant,APX-00718,apex,SKU-000718,Apex Elite Sealant M12 #55,adhesives,Apex Elite,each,1.13,1.46,1.77,4.813,false,true,36.16,17.51,true,true
sealant,APX-00734,apex,SKU-000734,Apex Elite Sealant M8 #71,adhesives,Apex Elite,each,7.2,8.93,11.11,0.336,true,true,35.19,19.62,true,true
spray,APX-00742,apex,SKU-000742,Apex Elite Spray M10 #8,adhesives,Apex Elite,each,52.21,66.5,76.57,0.767,true,true,31.81,13.15,true,true
spray,APX-00756,apex,SKU-000756,Apex Elite Spray 3/8-16 #22,adhesives,Apex Elite,each,4.59,5.62,7.02,0.459,true,true,34.62,19.94,true,true
spray,APX-00766,apex,SKU-000766,Apex Elite Spray M6 #32,adhesives,Apex Elite,each,4.14,5.21,5.91,0.706,true,true,29.95,11.84,true,true
spray,APX-00780,apex,SKU-000780,Apex Elite Spray 5/8-11 #46,adhesives,Apex Elite,each,17.63,21.62,25.19,0.873,false,true,30.01,14.17,true,true
spray,APX-00798,apex,SKU-000798,Apex Elite Spray 1/2-13 #64,adhesives,Apex Elite,each,2.74,3.55,4.15,4.158,true,true,33.98,14.46,true,true
spray,APX-00799,apex,SKU-000799,Apex Elite Spray M10 #65,adhesives,Apex Elite,each,5.87,7.61,9.89,1.751,true,true,40.65,23.05,true,true
spray,APX-00813,apex,SKU-000813,Apex Elite Spray M8 #79,adhesives,Apex Elite,each,16.41,19.5,25.31,1.686,true,true,35.16,22.96,true,true
hex_bolts,APX-00001,apex,SKU-000001,Apex Pro Hex Bolts 3/8-16 #1,fasteners,Apex Pro,box_of_100,1.62,2.14,2.45,0.98,false,true,33.88,12.65,true,true
hex_bolts,APX-00004,apex,SKU-000004,Apex Pro Hex Bolts 3/8-16 #4,fasteners,Apex Pro,box_of_100,5.95,6.85,7.94,4.204,true,true,25.06,13.73,true,true
hex_bolts,APX-00042,apex,SKU-000042,Apex Pro Hex Bolts M10 #42,fasteners,Apex Pro,box_of_100,1.62,1.87,2.43,0.584,true,true,33.33,23.05,true,true
hex_bolts,APX-00048,apex,SKU-000048,Apex Pro Hex Bolts 3/8-16 #48,fasteners,Apex Pro,box_of_100,18.43,23.06,29.15,0.616,true,true,36.78,20.89,true,true
hex_bolts,APX-00062,apex,SKU-000062,Apex Pro Hex Bolts 1/4-20 #62,fasteners,Apex Pro,box_of_100,6.88,8.05,9.9,0.267,true,true,30.51,18.69,true,true
hex_bolts,APX-00080,apex,SKU-000080,Apex Pro Hex Bolts M10 #80,fasteners,Apex Pro,box_of_100,7.34,9.32,10.91,0.627,true,true,32.72,14.57,true,true
screws,APX-00119,apex,SKU-000119,Apex Industrial Screws 1/2-13 #30,fasteners,Apex Industrial,box_of_100,6.21,7.31,8.69,1.74,true,true,28.54,15.88,true,true
screws,APX-00134,apex,SKU-000134,Apex Industrial Screws 1/4-20 #45,fasteners,Apex Industrial,box_of_100,2.27,2.86,3.15,1.869,true,true,27.94,9.21,true,true
screws,APX-00163,apex,SKU-000163,Apex Industrial Screws 3/8-16 #74,fasteners,Apex Industrial,box_of_100,2.15,2.86,3.49,0.83,true,true,38.4,18.05,true,true
nuts_washers,APX-00180,apex,SKU-000180,Apex Industrial Nuts Washers 3/8-16 #5,fasteners,Apex Industrial,box_of_100,4.47,5.8,7.39,7.554,true,true,39.51,21.52,true,true
nuts_washers,APX-00209,apex,SKU-000209,Apex Industrial Nuts Washers M6 #34,fasteners,Apex Industrial,box_of_100,9.98,12.22,13.94,3.864,true,true,28.41,12.34,true,true
nuts_washers,APX-00242,apex,SKU-000242,Apex Industrial Nuts Washers M8 #67,fasteners,Apex Industrial,box_of_100,16.23,20.44,24.32,3.82,true,true,33.26,15.95,true,true
anchors,APX-00273,apex,SKU-000273,Apex Pro Anchors 3/8-16 #14,fasteners,Apex Pro,box_of_100,5.79,6.91,8.81,2.765,true,true,34.28,21.57,true,true
anchors,APX-00285,apex,SKU-000285,Apex Pro Anchors 3/8-16 #26,fasteners,Apex Pro,box_of_100,14.26,16.59,18.5,3.588,true,true,22.92,10.32,true,true
anchors,APX-00319,apex,SKU-000319,Apex Pro Anchors 5/8-11 #60,fasteners,Apex Pro,box_of_100,30.48,40.1,51.89,0.22,true,true,41.26,22.72,true,true
anchors,APX-00339,apex,SKU-000339,Apex Pro Anchors M10 #80,fasteners,Apex Pro,box_of_100,8.88,11.78,13.51,5.44,true,true,34.27,12.81,true,true
rivets,APX-00357,apex,SKU-000357,Apex Industrial Rivets 1/2-13 #9,fasteners,Apex Industrial,box_of_100,9.88,12.29,14.12,0.621,true,true,30.03,12.96,true,true
rivets,APX-00359,apex,SKU-000359,Apex Industrial Rivets 5/8-11 #11,fasteners,Apex Industrial,box_of_100,11.08,13.73,16.04,0.632,true,true,30.92,14.4,true,true
rivets,APX-00370,apex,SKU-000370,Apex Industrial Rivets 3/8-16 #22,fasteners,Apex Industrial,box_of_100,7.14,9.53,11.45,1.185,true,true,37.64,16.77,true,true
rivets,APX-00373,apex,SKU-000373,Apex Industrial Rivets 1/4-20 #25,fasteners,Apex Industrial,box_of_100,5.55,7.11,8.26,12.437,true,true,32.81,13.92,true,true
rivets,APX-00376,apex,SKU-000376,Apex Industrial Rivets M8 #28,fasteners,Apex Industrial,box_of_100,14,16.63,19.89,1.106,true,true,29.61,16.39,true,true
rivets,APX-00394,apex,SKU-000394,Apex Industrial Rivets M6 #46,fasteners,Apex Industrial,box_of_100,3.74,4.47,5.37,0.706,true,true,30.35,16.76,true,true
rivets,APX-00404,apex,SKU-000404,Apex Industrial Rivets M12 #56,fasteners,Apex Industrial,box_of_100,1.63,2.12,2.43,0.444,true,true,32.92,12.76,true,true
epoxy,APX-00429,apex,SKU-000429,Apex Prime Epoxy M10 #7,adhesives,Apex Prime,each,5.66,6.98,8.74,0.243,true,true,35.24,20.14,true,true
epoxy,APX-00434,apex,SKU-000434,Apex Prime Epoxy 5/8-11 #12,adhesives,Apex Prime,each,17.5,22.81,25.34,0.41,true,true,30.94,9.98,true,true
epoxy,APX-00455,apex,SKU-000455,Apex Prime Epoxy 3/8-16 #33,adhesives,Apex Prime,each,12.03,14.81,18.4,1.011,true,true,34.62,19.51,true,true
epoxy,APX-00457,apex,SKU-000457,Apex Prime Epoxy 3/8-16 #35,adhesives,Apex Prime,each,8.47,10.52,12.95,0.92,true,true,34.59,18.76,true,true
epoxy,APX-00480,apex,SKU-000480,Apex Prime Epoxy M10 #58,adhesives,Apex Prime,each,17.18,20.26,26.33,2.871,true,true,34.75,23.05,true,true
structural,APX-00508,apex,SKU-000508,Apex Pro Structural 3/8-16 #5,adhesives,Apex Pro,each,12.14,14.7,16.75,3.24,true,true,27.52,12.24,true,true
structural,APX-00522,apex,SKU-000522,Apex Pro Structural 5/8-11 #19,adhesives,Apex Pro,each,5.83,7.77,9.4,1.309,true,true,37.98,17.34,true,true
structural,APX-00548,apex,SKU-000548,Apex Pro Structural 3/8-16 #45,adhesives,Apex Pro,each,4.28,5.75,7.44,0.898,true,true,42.47,22.72,true,true
structural,APX-00582,apex,SKU-000582,Apex Pro Structural M12 #79,adhesives,Apex Pro,each,3.97,4.88,6.01,2.016,true,true,33.94,18.8,true,true
tape,APX-00588,apex,SKU-000588,Apex Prime Tape 5/8-11 #3,adhesives,Apex Prime,each,8.69,10.07,12.16,2.525,true,true,28.54,17.19,true,true
tape,APX-00596,apex,SKU-000596,Apex Prime Tape M8 #11,adhesives,Apex Prime,each,4.94,6.49,8.1,3.102,true,true,39.01,19.88,true,true
tape,APX-00604,apex,SKU-000604,Apex Prime Tape M12 #19,adhesives,Apex Prime,each,8.25,10.15,11.48,5.514,true,true,28.14,11.59,true,true
tape,APX-00636,apex,SKU-000636,Apex Prime Tape M12 #51,adhesives,Apex Prime,each,13.05,17.2,20.87,0.275,true,true,37.47,17.59,true,true
sealant,APX-00674,apex,SKU-000674,Apex Elite Sealant 1/2-13 #11,adhesives,Apex Elite,each,4.77,5.95,6.87,0.318,true,true,30.57,13.39,true,true
sealant,APX-00722,apex,SKU-000722,Apex Elite Sealant 5/8-11 #59,adhesives,Apex Elite,each,3.1,3.81,4.48,1.067,true,true,30.8,14.96,true,true
sealant,APX-00726,apex,SKU-000726,Apex Elite Sealant M12 #63,adhesives,Apex Elite,each,2.95,3.43,3.78,0.172,true,true,21.96,9.26,true,true
spray,APX-00782,apex,SKU-000782,Apex Elite Spray 1/2-13 #48,adhesives,Apex Elite,each,1.89,2.23,2.71,0.799,true,true,30.26,17.71,true,true
spray,APX-00786,apex,SKU-000786,Apex Elite Spray 1/2-13 #52,adhesives,Apex Elite,each,21.89,29.36,37.05,2.137,true,true,40.92,20.76,true,true
spray,APX-00788,apex,SKU-000788,Apex Elite Spray M6 #54,adhesives,Apex Elite,each,12.78,15.92,19.34,0.789,true,true,33.92,17.68,true,true
spray,APX-00789,apex,SKU-000789,Apex Elite Spray M10 #55,adhesives,Apex Elite,each,5.66,7.05,8.23,0.241,true,true,31.23,14.34,true,true
spray,APX-00803,apex,SKU-000803,Apex Elite Spray 1/4-20 #69,adhesives,Apex Elite,each,17.57,22.49,26.35,1.079,true,true,33.32,14.65,true,true
spray,APX-00819,apex,SKU-000819,Apex Elite Spray M12 #85,adhesives,Apex Elite,each,6.63,8.72,10.55,0.916,true,true,37.16,17.35,true,true
hex_bolts,APX-00002,apex,SKU-000002,Apex Pro Hex Bolts M12 #2,fasteners,Apex Pro,box_of_100,9.16,11.55,13.89,0.365,true,true,34.05,16.85,true,true
hex_bolts,APX-00008,apex,SKU-000008,Apex Pro Hex Bolts M6 #8,fasteners,Apex Pro,box_of_100,1.6,2.11,2.36,0.694,true,true,32.2,10.59,true,true
hex_bolts,APX-00012,apex,SKU-000012,Apex Pro Hex Bolts M8 #12,fasteners,Apex Pro,box_of_100,13,16.91,19.8,1.07,true,true,34.34,14.6,true,true
hex_bolts,APX-00018,apex,SKU-000018,Apex Pro Hex Bolts M12 #18,fasteners,Apex Pro,box_of_100,16.7,21.65,24.61,0.846,true,true,32.14,12.03,true,true
hex_bolts,APX-00031,apex,SKU-000031,Apex Pro Hex Bolts 3/8-16 #31,fasteners,Apex Pro,box_of_100,4.82,5.54,6.27,0.232,true,true,23.13,11.64,true,true
hex_bolts,APX-00052,apex,SKU-000052,Apex Pro Hex Bolts M10 #52,fasteners,Apex Pro,box_of_100,2.51,3.22,3.68,3.248,true,true,31.79,12.5,true,true
hex_bolts,APX-00064,apex,SKU-000064,Apex Pro Hex Bolts 1/2-13 #64,fasteners,Apex Pro,box_of_100,12.34,14.79,18.88,0.615,true,true,34.64,21.66,true,true
hex_bolts,APX-00071,apex,SKU-000071,Apex Pro Hex Bolts 5/8-11 #71,fasteners,Apex Pro,box_of_100,2.49,3.34,4.18,0.905,true,true,40.43,20.1,true,true
screws,APX-00090,apex,SKU-000090,Apex Industrial Screws M12 #1,fasteners,Apex Industrial,box_of_100,7.7,8.95,10.04,3.546,true,true,23.31,10.86,true,true
screws,APX-00102,apex,SKU-000102,Apex Industrial Screws 3/8-16 #13,fasteners,Apex Industrial,box_of_100,16.77,21.65,27.36,0.736,true,true,38.71,20.87,true,true
